city	state	permalink	created_at	lat	long	adoption_case
Chicago	Illinois	fba-bs-n-ohgpure	4/6/15 16:44	41.932261	-87.701483	1
Gainesville	va	gehzzre-f-pbssrr-naq-jvar-one	4/6/15 17:19	38.788451	-77.606837	1
Augusta	GA	grerfn-f-zrkvpna-erfgnhenag	4/6/15 20:40	33.508186	-82.043787	1
Minneapolis	Minnesota	erq-jntba-cvmmn-pbzcnal	4/6/15 21:19	44.904513	-93.308612	1
Cleveland	OH	byqr-evire-lnpug-pyho	4/6/15 22:02	41.478936	-81.740413	1
Avalon	California	qvivat-pngnyvan	4/6/15 23:51	33.347017	-118.327508	1
Chicago	IL	cho-eblnyr	4/7/15 15:53	41.902935	-87.679146	1
Nantucket	MA	nzrevpna-frnfbaf	4/7/15 22:05	41.286897	-70.102548	1
Washington	DC	pncvgny-sevatr	4/7/15 23:01	38.901288	-76.986058	1
San Francisco	CA	gur-ovt-erq-ohvyqvat	4/7/15 23:20	37.756034	-122.418592	1
Brooklyn	 New York	zbybxb-one	4/8/15 18:07	40.694976	-73.954823	1
Gainesville	GA	ngynagn-obgnavpny-tneqra-ngynagn	4/8/15 20:38	34.338117	-83.817643	1
Atlanta	GA	ngynagn-obgnavpny-tneqra-tnvarfivyyr	4/8/15 21:05	33.790117	-84.373944	1
West Hartford	CT	vpuveb-uvonpuv-naq-fhfuv	4/10/15 22:04	41.762015	-72.742908	1
San Francisco	CA	fnafbz-ovfgeb	4/11/15 2:38	37.790841	-122.40128	1
San Francisco	CA	zbagtbzrel-pbssrr	4/11/15 2:49	37.790841	-122.40128	1
Harrisonburg	VA	oryyn-tryngb	4/13/15 20:52	38.448704	-78.870241	1
Lindenhurst	IL	punaprf-one	4/13/15 20:55	42.407429	-88.003916	1
Norman	OK	chroyn-abezna	4/13/15 23:51	35.222517	-97.440404	1
Greensboro	NC	cerlre-oerjvat-pbzcnal	4/14/15 17:39	36.079488	-79.793932	1
Minneapolis	MN	eriviny	4/14/15 19:14	44.925193	-93.27791	1
PROVINCETOWN	MA	ndhn-one	4/14/15 19:15	42.048973	-70.188538	1
PROVINCETOWN	MA	1620-oerjubhfr	4/14/15 19:28	42.049626	-70.188907	1
Princeton	CA	byq-cevaprgba-ynaqvat	4/14/15 21:12	37.504986	-122.486171	1
Atlantic Beach	North Carolina	crfpnen	4/14/15 22:07	34.699118	-76.739284	1
San Francisco	CA	qrne-zbz	4/14/15 22:27	37.765625	-122.413403	1
San Francisco	CA	juvfxrl-guvrirf	4/14/15 22:34	37.786228	-122.417151	1
San Francisco	CA	guvrirf-gnirea	4/14/15 22:39	37.768217	-122.42426	1
New York	NY	qnagr-jrfg-ivyyntr	4/15/15 22:00	40.728885	-74.001862	1
Santa Monica	CA	fvzcyrguvatf-fnagn-zbavpn	4/16/15 19:49	34.022177	-118.493973	1
Portsmouth	NH	ebj-34-2aq-ybpngvba	4/17/15 20:00	43.077609	-70.760607	1
Portland	ME	pebbarf-pbpxgnvyf	4/17/15 23:56	43.657992	-70.255587	1
albany	ny	cbegryyv-f-wbr-a-qbhtu-pnsrfrys-freir	4/20/15 16:06	42.706193	-73.866779	1
Sister Bay	WI	ovre-mbg	4/20/15 18:45	45.189166	-87.121527	1
San Francisco	CA	naanoryyr-f-one-ovfgeb	4/20/15 20:49	37.784881	-122.405061	1
South Portland	ME	gur-funpx	4/21/15 16:09	43.632434	-70.303414	1
Austin	TX	whavcre-nhfgva	4/21/15 16:57	30.254884	-97.717724	1
Washington	DC	tnmhmn	4/21/15 20:44	38.912122	-77.044446	1
New Hope 	PA	ybtna-vaa	4/21/15 22:20	40.363402	-74.951628	1
Tomball	TX	envqre-vpr-4	4/21/15 22:34	30.116801	-95.554474	1
Keystone Heights	FL	pbhagel-pngreref-ood-sbbq-gehpx	4/21/15 23:03	29.790039	-82.064163	1
Algoma	WI	nuancrr-oerjrel	4/22/15 21:06	44.609398	-87.435349	1
Phoenix 	AZ	frabe-fhfuv	4/23/15 20:09	33.495912	-112.152804	1
Houston	TX	syhss-onxr-one	4/24/15 16:17	29.751822	-95.376887	1
Miami	For	znxvf-cynpr-onlfvqr	4/24/15 17:03	25.777355	-80.185572	1
Richmond	VA	gnfgr-bs-gbnfg-yyp	4/24/15 17:48	37.549484	-77.452236	1
Washington	DC	qp-tevyy-rkcerff	4/24/15 17:52	38.916073	-77.041381	1
Washington	DC	penar-ghegyr	4/24/15 18:08	38.941725	-77.024557	1
Boone	NC	tnzrxrrcre-erfgnhenag	4/24/15 20:02	36.167946	-81.716661	1
Bar Harbor 	Maine	svqqyrurnqf	4/24/15 23:12	44.383455	-68.2032	1
Chicago	IL	rgab-tebhc-yyp	4/27/15 16:20	41.928715	-87.653588	1
Concord	NH	yvir-whvpr	4/27/15 20:16	43.204009	-71.535618	1
Portland	OR	zhfryrg	4/27/15 20:37	45.510325	-122.678272	1
Hayward	CA	gur-phcpnxr-fubccr-cbf	4/27/15 22:20	37.673637	-122.083478	1
Appleton	WI	fcrnxrnfl-hygen-ybhatr	4/28/15 15:32	44.25888	-88.428922	1
Greensboro	NC	znkvr-o-f	4/28/15 17:05	36.103276	-79.825138	1
Brooklyn	NY	orq-ilar-pbpxgnvy	4/28/15 18:03	40.683035	-73.940625	1
Marysville	MI	unefraf-vfynaq-oerjrel	4/28/15 18:32	42.924454	-82.469645	1
Ketchum	ID 	jnesvryq-qvfgvyyrel-oerjrel	4/28/15 18:33	43.680462	-114.364024	1
Long Island City	NY	yvp-znexrg	4/28/15 18:50	40.747523	-73.945493	1
New York 	Ny	onoh-wv	4/28/15 19:46	40.72746	-73.979185	1
Hattiesburg	MS	pbggba-oyhrf-erfgnhenag	4/28/15 20:51	31.320871	-89.385302	1
Jamestown	NC	crexl-f-pnsr	4/28/15 20:54	35.993899	-79.935989	1
More head City 	NC	yn-creyn	4/28/15 21:40	34.734556	-76.730486	1
Omaha	NE	znevn-obavgn	4/28/15 23:45	41.212918	-95.995295	1
San Antonio	TX	ovt-thvqbf	4/29/15 15:58	29.519081	-98.534617	1
Brooklyn	NY	fnzrfn	4/29/15 17:54	40.668786	-73.929743	1
Rutland	VT	oevk-jvar-one	4/29/15 21:06	43.606091	-72.979126	1
Carson	CA	cbxr-rgp	4/30/15 16:41	33.831354	-118.259861	1
Jacksonville Beach	FL	thfgb	4/30/15 18:58	30.286962	-81.402736	1
Belgrade	MT	qrfreg-ebfr-erfgnhenag-pngrevat	4/30/15 22:53	45.776779	-111.177731	1
Kelso	WA	yrkv-f-cvmmn-cho	4/30/15 23:07	46.187273	-122.90637	1
Montauk	NY	obbol-genc-al	5/1/15 16:45	41.072387	-71.941	1
Nashville	TN	ybir-crnpr-cub	5/1/15 16:49	36.131508	-86.778502	1
Jersey City	NJ	yvoregl-ubhfr-erfgnhenag	5/1/15 18:46	40.709076	-74.040052	1
New York	NY	pvgl-zhffryf	5/1/15 21:15	40.763512	-73.982337	1
Brooklyn	NY	nzrqrb	5/1/15 22:39	40.67838	-73.986287	1
Cornelius	NC	byq-gbja-choyvp-ubhfr	5/4/15 23:37	35.48202	-80.860688	1
New Haven	CT	bnx-unira-gnoyr-one	5/5/15 0:07	41.314909	-72.911283	1
Portland	OR	qne-fnynz	5/6/15 17:18	45.559206	-122.635374	1
Springfield	IL	craal-one	5/6/15 22:27	39.768521	-89.66441	1
sunnyside	NY	fbyryhan	5/6/15 22:41	40.744138	-73.924013	1
Detroit	MI	3svsgl-greenpr	5/7/15 21:49	42.337044	-83.045763	1
Longmont	Colorado	ebfnyrr-f-cvmmrevn	5/8/15 16:41	40.167005	-105.102782	1
New York	NY	yhzcvn-funpx-fzbetnfohet	5/8/15 20:13	40.707088	-74.003546	1
Bedford	PA	gur-gjvfgrq-gebhg	5/8/15 21:26	40.063296	-78.510595	1
Rosebush	MI	ebm-f-qvare	5/11/15 16:49	43.698502	-84.767892	1
Chicago	IL	fbhgucbeg-tebprel-naq-pnsr	5/13/15 19:28	41.946743	-87.664357	1
Seattle	WA	uryyorag-oerjvat-pb	5/13/15 22:45	47.723973	-122.293177	1
Edgartown	MA	fxvaal-f-rqtnegbja	5/14/15 20:00	41.389458	-70.512918	1
"Kailua Kona	"	HI	pvgvmra-vevfu-choyvx-ubhfr	5/18/15 16:21	19.634285	-155.988948	1
Brooklyn	NY	p-zba-rirelobql	5/18/15 21:18	40.688316	-73.956876	1
New York	NY	v-fbqv	5/18/15 21:22	40.733476	-74.005008	1
Windsor	CT	orne-f-fzbxrubhfr-oneorphr	5/19/15 16:19	41.914549	-72.674489	1
Bristol	ME	uneobe-ebbz	5/19/15 21:41	43.881153	-69.499895	1
Milpitas	CA	hbgbzb-fhfuv	5/19/15 23:27	37.430254	-121.9092	1
San Diego	CA	xvgpura-4140	5/20/15 16:02	32.815087	-117.219451	1
Winthrop	WA	pbccre-tynapr	5/20/15 22:20	48.478643	-120.185917	1
San Francisco	California	pvgl-ol-gur-onl	5/20/15 22:56	37.790841	-122.40128	1
Portland	OR	yvy-jnerf	5/20/15 23:30	45.548443	-122.616348	1
Austin	TX	4gu-gnc-oerjvat-pbbcrengvir	5/21/15 18:46	30.385196	-97.711935	1
Southampton	NY	pvepbf-fbhgunzcgba	5/21/15 22:59	40.895061	-72.38819	1
Clarksville	IN	gur-jvqbj-f-jnyx-vpr-pernzrel-naq-ovplpyr-eragnyf	5/21/15 23:02	38.270758	-85.754989	1
Chicago	ILLINOIS (IL)	sverpnxrf-sbbq-gehpx	5/21/15 23:04	41.891408	-87.630427	1
Miami Beach	FL	pnagvan-27	5/26/15 22:15	25.803948	-80.125082	1
Menahga	MN	gur-bhgcbfg	5/26/15 22:17	46.776745	-94.894442	1
New York	NY	znppuvan	5/27/15 0:51	40.801021	-73.967546	1
Indianapolis	IN	enzra-enl	5/27/15 19:31	39.883642	-86.072333	1
Chicago	IL	frqtjvpx-f-one-tevyy	5/27/15 23:08	41.9177	-87.638587	1
New York	NY	ebroyvat-fcbegvat-pyho	5/27/15 23:12	40.717035	-73.954613	1
Buena Park	CA	gvpr-ubhfr-pnsr	5/28/15 20:33	33.864758	-117.998462	1
Chicago	IL	gur-eriry-ebbz	5/28/15 20:36	41.909797	-87.677062	1
San Francisco	CA	jneubefr-jrfg-ubfcvgnyvgl	5/28/15 22:48	37.781883	-122.411323	1
Chicago	IL	gur-natel-peno	5/28/15 22:51	41.984582	-87.697159	1
San Jose	CA	urael-f-jbeyq-snzbhf-uv-yvsr	5/28/15 22:52	37.335461	-121.898162	1
San Francisco	CA	gur-jubyr-ornfg-gur-unyy	5/28/15 23:12	37.781883	-122.411323	1
Salem	MA	onzobyvan	5/29/15 19:49	42.520382	-70.891638	1
Philadelphia	PA	haqretebhaq-negf	5/29/15 19:53	39.959104	-75.158317	1
Valparaiso	IN	svther-rvtug-oerjvat	5/29/15 20:01	41.466599	-87.06123	1
Chicago	Illinois	gur-zbanepu	5/29/15 20:27	41.9104	-87.671917	1
Ambler	PA	tlcfl-oyh	6/1/15 18:49	40.153971	-75.22272	1
Vacaville	CA	shwv-fhfuv-obng-ohssrg	6/1/15 18:53	38.370034	-121.960569	1
Eugene	OR	qhpx-one-tevyy	6/2/15 20:00	44.053579	-123.119907	1
Yakima	WA	ubc-angvba-oerjvat-pbzcnal	6/3/15 16:27	46.602753	-120.509626	1
Talleyville 	DE	pbeare-ovfgeb	6/3/15 17:42	39.808991	-75.546735	1
Las vegas	Nevada	terra-ebbz	6/3/15 23:42	36.070302	-115.273224	1
Miami 	FL	gur-srqreny	6/4/15 17:05	25.823443	-80.187438	1
Brooklyn	NY	xurzvfgel-one-gur-yno	6/4/15 17:10	40.685869	-73.929947	1
Surf City	NC	gbc-fnvy-ovfgeb	6/4/15 17:51	34.425539	-77.547666	1
Lewisville	Tx	ubyynqnl-sbbq-fcvevgf	6/5/15 22:24	33.046096	-96.994842	1
Fernley	NV	ynxr-gnubr-oerjvat-sreayrl	6/5/15 22:29	39.608455	-119.221258	1
Orlando	Fl	gbnfgrq-ynxr-aban	6/8/15 17:48	28.410193	-81.243022	1
Buffalo	NY	fgreyvat-gnc-jhefg	6/8/15 18:54	42.94742	-78.852596	1
Panorama City	California	gbgb-f-frnsbbq-tevyy	6/8/15 18:56	34.221731	-118.447976	1
Oak Bluffs	MA	fvera-fhfuv	6/8/15 19:32	41.457079	-70.557683	1
Grand Rapids	Michigan	gur-ryrpgevp-purrgnu	6/8/15 21:46	42.955716	-85.643795	1
Alexandria Bay	New York 	gur-xvgpura	6/9/15 17:22	44.337017	-75.919981	1
Montauk	NY	uneobe-enj-one-arj	6/9/15 18:54	41.072387	-71.941	1
Mooresville	IN	mlqrpb-f	6/11/15 18:31	39.612567	-86.374356	1
Washington	DC	fbhgurea-rssvpvrapl-rng-gur-evpu	6/15/15 20:34	38.915158	-77.02167	1
Richmond	Virginia	gur-zntcvr-ein	6/15/15 20:36	37.55519	-77.450928	1
New York	New York	znaunggna-oerj-ivar	6/15/15 20:38	40.801491	-73.961579	1
New York	NY	cnfpnybh	6/16/15 17:02	40.785099	-73.95574	1
Miami Beach	Florida	obbxf-obbxf-yvapbya-ebnq	6/16/15 22:25	25.790858	-80.138311	1
Washington	DC 	qp-goq	6/17/15 19:38	38.881842	-76.994697	1
Aspen	CO	zneh-fhfuv	6/17/15 19:40	39.188358	-106.819868	1
Narragansett	RI	punve-5	6/17/15 19:42	41.374387	-71.484944	1
Brooklyn	NY	snzvyl-fgber	6/17/15 20:48	40.635424	-74.025939	1
Camden	Maine	cvt-cbrg	6/17/15 20:50	44.216766	-69.059059	1
Milwaukee	WI	zreevzrag-fbpvny	6/18/15 18:51	43.029614	-87.908614	1
Occoquan	Virginia	obggyr-fgbc-jvar-fubc	6/18/15 18:52	38.684533	-77.261002	1
Hazelcrest 	Il	synibe-oehapu	6/18/15 18:54	41.569074	-87.694251	1
Chicago	Illinois	gur-oneeryubhfr-syng	6/19/15 17:12	41.92946	-87.654807	1
South Windsor	CT	orne-f-fzbxrubhfr-ood-pngrevat	6/19/15 19:39	41.809094	-72.601763	1
San Antonio	TX	lryybj-svfu-fhfuv-fna-nagbavb	6/19/15 22:17	29.59464	-98.527679	1
Portland	OR	oheenfpn	6/22/15 22:54	45.50328	-122.64486	1
De Pere	WI	cebbs	6/23/15 19:17	44.449777	-88.060843	1
Waltham	MA	nzhyrgb-zrkvpna-gnoyr	6/23/15 19:19	42.367955	-71.237185	1
Eugene	OR	gur-unzzrerq-ynzo	6/24/15 16:35	44.049857	-123.095047	1
Liberty Lake	Washington	gur-ohgpure-oybpx	6/24/15 18:28	47.674162	-117.113376	1
Liberty Lake	WA	unl-w-f-ovfgeb	6/24/15 18:30	47.673931	-117.111642	1
Stone Harbor	NJ	dhnubtf-frnsbbq-funpx	6/24/15 21:54	39.053254	-74.759404	1
Fairfax	CA	ivyyntr-fnxr	6/27/15 0:03	37.986662	-122.5891	1
Bridgton	Maine	qevc-znvar	7/2/15 21:13	44.054098	-70.702055	1
San Antonio	TX	frean-f-onpxlneq-fcbegf-one	7/6/15 21:23	29.430593	-98.73184	1
Hartsdale	NY	xvfuhln	7/8/15 15:32	41.023353	-73.793912	1
Dallas	TX	cnedhrg	7/8/15 17:33	32.796569	-96.80495	1
Brooklyn 	NY 	oerhxryra-oenffrevr	7/8/15 17:58	40.674468	-73.950333	1
Long Beach	ca	purxb-ry-erl-qry-fnenaqrnqb	7/9/15 20:15	33.854562	-118.188949	1
Chicago	Il	nzcrefnaq-jvar-one	7/15/15 21:21	41.970175	-87.679198	1
Miami	FL	prageb-gnpb	7/21/15 18:40	25.773001	-80.18876	1
