"policy_id","adopted_year","state_id"
"dnafelon",2001,"OR"
"dnaforexon",2001,"OR"
"driverlicensecompact",1983,"OR"
"drugs_boehmke_statrapag",1971,"OR"
"drugs_boehmke_zeroto",1989,"OR"
"drugs_marijuana_decriminalizati",1973,"OR"
"drugs_medical_marijuan",1999,"OR"
"drugs_smoking_ban_restaurant",2009,"OR"
"drugs_smoking_ban_workplace",2009,"OR"
"drugtest",1987,"OR"
"dual_enroll",1997,"OR"
"dui",1983,"OR"
"dui08",1983,"OR"
"dwireform",1983,"OR"
"earned_income_taxcredi",1997,"OR"
"econdev",1987,"OR"
"education_corporal_punishment_b",1989,"OR"
"education_teacher_cert_elementa",1955,"OR"
"education_teacher_cert_h",1937,"OR"
"edutv",1961,"OR"
"elecdereg",1999,"OR"
"electroniclegalmaterialact",2013,"OR"
"electronictransactionsact",2001,"OR"
"emcont_avail",2003,"OR"
"emergencymanagementassistancecompact",2002,"OR"
"enforcementofforeignjudgmentsact",1979,"OR"
"englic",1919,"OR"
"enterzone",1986,"OR"
"environment_air_pollution_contr",1959,"OR"
"environment_bottlebil",1972,"OR"
"environment_ca_car_emissions_st",2006,"OR"
"environment_electronic_wast",2007,"OR"
"environment_publicbenefit_fund",1999,"OR"
"equalpay",1955,"OR"
"estate_ta",2009,"OR"
"ewaste",2007,"OR"
"expsta",1888,"OR"
"fairemp",1949,"OR"
"fairtrade",1937,"OR"
"famlim",1994,"OR"
"federallienregistrationact",1968,"OR"
"fetaldispos",2012,"OR"
"fhpriv",1959,"OR"
"fhpub",1957,"OR"
"fhurb",1957,"OR"
"fiduciaryaccesstodigitalassetsactrevised2015",2016,"OR"
"filmtaxcredit",2005,"OR"
"fish",1874,"OR"
"foia",1973,"OR"
"foreign_countrymoneyjudgmentsrecognitionact",2009,"OR"
"foreignmoneyclaimsact",1991,"OR"
"foreignmoneyjudgmentsrecognitionact",1977,"OR"
"forest",1899,"OR"
"fraudulenttransferact1984",1985,"OR"
"funds_avail",1995,"OR"
"fundslifehea",1988,"OR"
"furlough",1973,"OR"
"furprog",1973,"OR"
"gambling_lottery_adoptio",1984,"OR"
"gastax",1919,"OR"
"gay_employment_discrim_genderi",2008,"OR"
"gayhate",1989,"OR"
"gaymarban",2004,"OR"
"gayrights_ban_sodom",1962,"OR"
"gayrights_civilunion",2007,"OR"
"gayrights_hatecrime",2001,"OR"
"gdl",1999,"OR"
"gender_disc_laws_post196",1969,"OR"
"genderrights_era_ratificatio",1973,"OR"
"genderrights_gender_equal_pa",1955,"OR"
"genderrights_nofault_divorc",1971,"OR"
"gilaw",2007,"OR"
"governance_reform",1987,"OR"
"grandvist",1979,"OR"
"guncontrol_licenses_dealer",1988,"OR"
"guncontrol_opencarr",1989,"OR"
"harass",1999,"OR"
"hatecrime",1981,"OR"
"hatecrimes",1981,"OR"
"hazing",1983,"OR"
"helmetlaw_17",1980,"OR"
"helmetlaw_learn",2006,"OR"
"helmetlaw_pass",2006,"OR"
"higissue",1991,"OR"
"higrenew",1991,"OR"
"hiport",1991,"OR"
"hiprecon",1991,"OR"
"homerul",1906,"OR"
"hostliability",1998,"OR"
"humantraffic",2007,"OR"
"humrel",1949,"OR"
"hwyagen",1913,"OR"
"idas",1999,"OR"
"identitytheft",1999,"OR"
"idtheft",1999,"OR"
"imcontsub",1981,"OR"
"imitcontsub",1981,"OR"
"immigration_instate_tuition_ill",2013,"OR"
"inctax",1923,"OR"
"indgaming",1992,"OR"
"indlimit",1994,"OR"
"infanthear",1999,"OR"
"initiative",1902,"OR"
"insandefref",1983,"OR"
"insanity",1983,"OR"
"intbar",1935,"OR"
"interstatecompactforadultoffendersupervision",2001,"OR"
"interstatecompactforjuveniles",1959,"OR"
"interstatecompactoneducationalopportunityformilitarychildren",2014,"OR"
"interstatecorrectionscompact",1979,"OR"
"interstatedepositionsanddiscoveryact",2011,"OR"
"interstatefamilysupportact19921996",1993,"OR"
"interstatefamilysupportactamendments2008",2015,"OR"
"interstateinsuranceproductregulationcompact",2011,"OR"
"interstatelibrarycompact",1967,"OR"
"jucoen",1949,"OR"
"juvct",1905,"OR"
"juvisup",1959,"OR"
"keg_reg",1980,"OR"
"kegreg",1978,"OR"
"kidhelmet",1994,"OR"
"labor_age_discriminatio",1959,"OR"
"labor_collective_bargaining_sta",1970,"OR"
"labor_collective_bargaining_tea",1970,"OR"
"labor_minimumwage_me",1967,"OR"
"labor_minwage_abovefe",1989,"OR"
"labor_prevailing_wage_la",1959,"OR"
"labor_state_ada_accomodat",1979,"OR"
"labor_state_ada_antidiscri",1973,"OR"
"labor_state_retirement_syste",1945,"OR"
"laborag",1903,"OR"
"lawonnotarialactsrevised",2013,"OR"
"legpre",1953,"OR"
"legresea",1913,"OR"
"lemon",1983,"OR"
"libext",1905,"OR"
"licenses_accountant",1915,"OR"
"lien",1997,"OR"
"limitedpartnership1976",1985,"OR"
"limitedpartnershipact1916",1971,"OR"
"livingwill",1977,"OR"
"lott",1984,"OR"
"mailreg",1976,"OR"
"managementofinstitutionalfundsact",1975,"OR"
"medicaid_stateadoptio",1967,"OR"
"medmar",1998,"OR"
"meganslaw",1993,"OR"
"merit",1945,"OR"
"methpre",2001,"OR"
"miglab",1959,"OR"
"minfine",2000,"OR"
"minwage",1941,"OR"
"mlda21",1933,"OR"
"mntlhlth",1957,"OR"
"mothersaid",1913,"OR"
"mothpen",1913,"OR"
"motorhelm",1968,"OR"
"motorvoter",1992,"OR"
"mprisdm",1985,"OR"
"msas",1997,"OR"
"multistatehighwaytransportationagreement",1983,"OR"
"multistatelotteryagreement",1988,"OR"
"multistatetaxcompact",2013,"OR"
"naticurric",2006,"OR"
"nationalcrimepreventionandprivacycompact",2006,"OR"
"netmeter",1999,"OR"
"netmeter_yearadopted",1999,"OR"
"newbornheartscreen",2013,"OR"
"northwestcompactonlow_levelradioactivewastemanagement",1981,"OR"
"notarialacts1982",1983,"OR"
"nrmlsch",1883,"OR"
"nrslic",1911,"OR"
"oldagea",1936,"OR"
"opencont",1984,"OR"
"pacificmarinefisheriescompact",1947,"OR"
"painmanagement",1999,"OR"
"paperterror",1997,"OR"
"parksys",1917,"OR"
"parolesup",1937,"OR"
"partnershipact1997lastamended2013",1997,"OR"
"pbf",1999,"OR"
"perforfun",2000,"OR"
"personaltax_yearadopted",2007,"OR"
"personaltaxeff_yearadopted",2007,"OR"
"pestcomp",1981,"OR"
"pharmlic",1891,"OR"
"physicaltherapylicensurecompact",2016,"OR"
"pldvpag",1943,"OR"
"postdna",2001,"OR"
"preconvictdays",1987,"OR"
"premaritalagreementact",1987,"OR"
"primaryenforce_all",1991,"OR"
"primseat",1990,"OR"
"principalandincomeact1962",1973,"OR"
"principalandincomeact2000",2003,"OR"
"principalandincomeamendments2008",2011,"OR"
"prob",1939,"OR"
"prudentinvestoract",1995,"OR"
"prudentmanagementofinstitutionalfundsact",2007,"OR"
"pubbenefits_yearadopted",1999,"OR"
"pubbrefeed",1999,"OR"
"pubcamfun",1977,"OR"
"pubhouen",1939,"OR"
"r_d_tax_credit",1989,"OR"
"race_boehmke_fhpu",1957,"OR"
"race_boehmke_fhur",1957,"OR"
"race_disc_publicaccom_agenc",1953,"OR"
"race_fair_employmen",1965,"OR"
"race_fair_housing_owne",1959,"OR"
"rackact",1981,"OR"
"rapeshield",1981,"OR"
"realest",1919,"OR"
"realpropertytransferondeathact",2011,"OR"
"recipsup",1952,"OR"
"refuseserv",1992,"OR"
"regulation_bicycle_helmet",1994,"OR"
"regulation_boehmke_cogrowma",1986,"OR"
"regulation_boehmke_grandvis",1979,"OR"
"regulation_boehmke_livingwil",1977,"OR"
"regulation_boehmke_shiel",1973,"OR"
"regulation_forced_sterlization",1945,"OR"
"regulation_hate_crime",1981,"OR"
"regulation_homerul",1906,"OR"
"regulation_mandatory_car_insura",1978,"OR"
"regulation_mandatory_seatbelt",1991,"OR"
"regulation_motorcycle_helmet",1968,"OR"
"regulation_pain_suffering_limit",2008,"OR"
"regulation_physician_suicid",1998,"OR"
"regulation_rent_contro",1985,"OR"
"regulation_utility_jurisdictio",1912,"OR"
"regulations_lemonla",1983,"OR"
"regulations_state_debt_limitati",1857,"OR"
"renewenergy",2007,"OR"
"repsodomy",1972,"OR"
"residentiallandlordandtenantact1972",1973,"OR"
"restaurantbanstate",2009,"OR"
"restruct",2001,"OR"
"retstate",1945,"OR"
"rico",1981,"OR"
"roadshwy",1913,"OR"
"rps_yearadopted",2007,"OR"
"sals",1959,"OR"
"savingplan",1998,"OR"
"schoolchoi",1991,"OR"
"shield",1973,"OR"
"shoplift",1971,"OR"
"slains",1917,"OR"
"smokeban",2009,"OR"
"snrpresc",2001,"OR"
"soexorder",1987,"OR"
"soil",1939,"OR"
"solaw",2007,"OR"
"sonofsam",1985,"OR"
"sonsam",1985,"OR"
"sprinsch",1872,"OR"
"st_wd_tran",1998,"OR"
"stalking",1993,"OR"
"stateptr",1931,"OR"
"statrapage",1971,"OR"
"statrape",1971,"OR"
"statutoryruleagainstperpetuities",1989,"OR"
"stplnb",1935,"OR"
"syringe",1987,"OR"
"taxcom",1909,"OR"
"teacelm",1955,"OR"
"teacsec",1937,"OR"
"tels",1979,"OR"
"timelim",1995,"OR"
"todsecurityregistrationact",1991,"OR"
"tradesecretsact",1987,"OR"
"transboundarypollutionreciprocalaccessact",1991,"OR"
"transferstominorsact",1985,"OR"
"transport",1988,"OR"
"trustcode",2005,"OR"
"trusteespowersact1964",1977,"OR"
"truthsent",1995,"OR"
"u_record_sys",1990,"OR"
"uccarticle1generalprovisions2001",2009,"OR"
"uccarticle2aleases19871990",1989,"OR"
"uccarticle3negotiableinstruments1990",1993,"OR"
"uccarticle4aamendments2012",2013,"OR"
"uccarticle4afundstransfers1989",1991,"OR"
"uccarticle5lettersofcredit1995",1997,"OR"
"uccarticle6bulksales1989",1991,"OR"
"uccarticle7documentsoftitle2003",2009,"OR"
"uccarticle8investmentsecurities1994",1995,"OR"
"uccarticle9amendments",1973,"OR"
"uccarticle9amendments2010",2012,"OR"
"uccarticle9securedtransactions1998",1973,"OR"
"unclaimedpropertyact19521981",1968,"OR"
"unionlimits",1994,"OR"
"universalhealthcare",1989,"OR"
"unswornforeigndeclarationsact2008",2013,"OR"
"urbrenen",1951,"OR"
"utreg",1887,"OR"
"vendorandpurchaserriskact1935",1955,"OR"
"viccomp",1977,"OR"
"vicrtsamd",1999,"OR"
"victimnotif",1997,"OR"
"victimnotification",1997,"OR"
"victimrights",1996,"OR"
"w_envir_solar_taxcredit_stat",1977,"OR"
"w_environment_endangered_specie",1988,"OR"
"w_gayright_publi_accom_genderi",2007,"OR"
"w_guncontrl_bc_dealer_handgu",1990,"OR"
"w_race_disc_public_accommodatio",1953,"OR"
"welfagy",1913,"OR"
"westerncorrectionscompact",1959,"OR"
"westernregionaleducationcompact",1953,"OR"
"wildlifeviolatorcompact",1989,"OR"
"willsrecognitionact",1981,"OR"
"witnessint",1971,"OR"
"workcom",1914,"OR"
"worksitebanstate",2009,"OR"
"zerotol",1991,"OR"
"zerotoleranceapis",1991,"OR"
"zerotolerancelaw",1990,"OR"
"aborparc",1994,"PA"
"abortion_consent_1992_201",1992,"PA"
"acctlic",1906,"PA"
"adawork",1962,"PA"
"adc",1936,"PA"
"adcom",1939,"PA"
"admittpriv",2013,"PA"
"adultguardianshipandprotectiveproceedingsjurisdictionact",2012,"PA"
"advertban",1992,"PA"
"afdc_u",1961,"PA"
"aging",1987,"PA"
"agreementondetainers",1978,"PA"
"agreementonqualificationsofeducationalpersonnel",1969,"PA"
"aidperm",1951,"PA"
"airpol",1960,"PA"
"alcbevcon",1926,"PA"
"alctreat",1953,"PA"
"amber",2002,"PA"
"animcruel",1995,"PA"
"antiage",1955,"PA"
"antibully",2008,"PA"
"antiinj",1937,"PA"
"antistalk",1993,"PA"
"anyid2",2012,"PA"
"anyphotoid2",2012,"PA"
"apology",2013,"PA"
"appalachianstateslow_levelradioactivewastecompact",1985,"PA"
"archlic",1936,"PA"
"arts",1966,"PA"
"athleteagentsact",2003,"PA"
"atlanticstatesmarinefisheriescompact",1981,"PA"
"attendanceofoutofstatewitnesses",1941,"PA"
"ausbalsys",1891,"PA"
"autism",2008,"PA"
"autoreg",1903,"PA"
"autosaf",1963,"PA"
"banfaninc",1998,"PA"
"bangag",1996,"PA"
"beaulic",1933,"PA"
"bikehelmet",1991,"PA"
"bldstds_yearadopted",2004,"PA"
"blind",1951,"PA"
"boehmke_snrpres",1984,"PA"
"boh",1885,"PA"
"bootcamp",1996,"PA"
"breastdensity",2013,"PA"
"breastfeed",2007,"PA"
"budgstd",1923,"PA"
"buildingcode",2003,"PA"
"candlim",2002,"PA"
"cappun",1974,"PA"
"casinoleg",2004,"PA"
"cctheft",1998,"PA"
"childabductionprevention",2014,"PA"
"childabu",1967,"PA"
"childabuse",1967,"PA"
"childcustodyjurisdictionandenforcementact",1977,"PA"
"childlab",1909,"PA"
"childpornography",1995,"PA"
"childrest",1983,"PA"
"childseat",1983,"PA"
"chirolic",1913,"PA"
"cigtax",1935,"PA"
"citzon",1923,"PA"
"civildefenseanddisastercompact",1978,"PA"
"collegesavings",2002,"PA"
"comage",1951,"PA"
"commercialcasino",2004,"PA"
"compactforeducation",1967,"PA"
"compactonmentalhealth",1967,"PA"
"compactonplacementofchildren",1973,"PA"
"compcrime",1983,"PA"
"compsch",1895,"PA"
"comsrv12",1982,"PA"
"conacchwy",1945,"PA"
"condominiumact",1980,"PA"
"consgsoil",1939,"PA"
"corporlimits",1996,"PA"
"cpban",1995,"PA"
"creditcardtheft",1998,"PA"
"crimeviccomp",1976,"PA"
"cyberstalk",1999,"PA"
"damremov",1996,"PA"
"deaf",1913,"PA"
"deathpen",1974,"PA"
"debtlim",1857,"PA"
"declaratoryjudgmentsact",1923,"PA"
"delawareriverbasincompact",1961,"PA"
"denlic",1876,"PA"
"determinationofdeathact",1983,"PA"
"dev_s5",1997,"PA"
"dev_s7",1997,"PA"
"dirprim",1906,"PA"
"divisionofincomefortaxpurposes",1971,"PA"
"dnaforexon",2002,"PA"
"driverlicensecompact",1996,"PA"
"drugs_boehmke_statrapag",1990,"PA"
"drugs_smoking_ban_workplace",2008,"PA"
"dual_enroll",2005,"PA"
"dui",2003,"PA"
"education_corporal_punishment_b",2005,"PA"
"education_teacher_cert_elementa",1939,"PA"
"education_teacher_cert_h",1939,"PA"
"edutv",1963,"PA"
"elecdereg",1996,"PA"
"electroniclegalmaterialact",2014,"PA"
"electronictransactionsact",2000,"PA"
"emcont_avail",2008,"PA"
"emergencymanagementassistancecompact",1999,"PA"
"eminentscholar",2006,"PA"
"enforcementofforeignjudgmentsact",1965,"PA"
"englic",1921,"PA"
"enterzone",1983,"PA"
"entitytransactionsactmodel2007lastamended2013",2015,"PA"
"environ",1990,"PA"
"environment_air_pollution_contr",1960,"PA"
"environment_ca_car_emissions_st",2006,"PA"
"environment_electronic_wast",2011,"PA"
"environment_publicbenefit_fund",1997,"PA"
"environmentalcovenantsact",2008,"PA"
"eqrightam",1971,"PA"
"equalpay",1948,"PA"
"estate_ta",2009,"PA"
"ewaste",2010,"PA"
"expsta",1887,"PA"
"facsimilesignaturesofpublicofficials",1961,"PA"
"fairemp",1955,"PA"
"fairtrade",1936,"PA"
"famlim",1996,"PA"
"federallienregistrationact",1990,"PA"
"fetalhomic",1997,"PA"
"fhpriv",1961,"PA"
"fhpub",1949,"PA"
"fhurb",1945,"PA"
"filmtaxcredit",2004,"PA"
"fish",1878,"PA"
"foia",1957,"PA"
"foreignmoneyjudgmentsrecognitionact",1991,"PA"
"forest",1895,"PA"
"fraudulenttransferact1984",1994,"PA"
"frontpass_seatbelt",1988,"PA"
"fundslifehea",1988,"PA"
"gagrule",1995,"PA"
"gambling_casino",2004,"PA"
"gambling_lottery_adoptio",1974,"PA"
"gastax",1921,"PA"
"gayhate",2002,"PA"
"gaymarban",1996,"PA"
"gayrights_ban_sodom",1962,"PA"
"gdl",1999,"PA"
"gender_disc_laws_post196",1969,"PA"
"genderrights_era_ratificatio",1972,"PA"
"genderrights_gender_equal_pa",1947,"PA"
"genderrights_nofault_divorc",1980,"PA"
"genderrights_state_era",1971,"PA"
"giexorder",2003,"PA"
"grandvist",1981,"PA"
"greatlakes_st.lawrenceriverbasinwaterresourcescompact",2008,"PA"
"greatlakesbasincompact",1956,"PA"
"guncontrl_bc_private_handgu",1995,"PA"
"guncontrl_waitperiod_handgu",1935,"PA"
"guncontrol_licenses_dealer",1935,"PA"
"guncontrol_opencarr",1989,"PA"
"harass",1999,"PA"
"hatecrime",1982,"PA"
"hatecrimes",1982,"PA"
"hazing",2000,"PA"
"helmetlaw_17",2004,"PA"
"helmetlaw_learn",2006,"PA"
"helmetlaw_pass",2004,"PA"
"homerul",1922,"PA"
"hostliability",1998,"PA"
"humantraffic",2005,"PA"
"humrel",1955,"PA"
"hwyagen",1903,"PA"
"idas",1997,"PA"
"identitytheft",2000,"PA"
"idtheft",2000,"PA"
"imcontsub",1999,"PA"
"imitcontsub",1999,"PA"
"indlimit",1996,"PA"
"indorgris",1995,"PA"
"infanthear",2001,"PA"
"infconsent",1991,"PA"
"ins_stateexch",2013,"PA"
"insandefref",1983,"PA"
"insanity",1983,"PA"
"insprivate",1983,"PA"
"inspublic",1983,"PA"
"interpleadercompact",1978,"PA"
"interstatecompactforadultoffendersupervision",2002,"PA"
"interstatecompactforjuveniles",1967,"PA"
"interstatecompactoneducationalopportunityformilitarychildren",2012,"PA"
"interstatecompacttoconserveoilandgas",1941,"PA"
"interstatecorrectionscompact",1974,"PA"
"interstatedepositionsanddiscoveryact",2013,"PA"
"interstatefamilysupportact19921996",1996,"PA"
"interstatefamilysupportactamendments2008",2016,"PA"
"interstatehighspeedrailnetworkcompact",1980,"PA"
"interstateinsuranceproductregulationcompact",2006,"PA"
"juvct",1903,"PA"
"juvisup",1956,"PA"
"kidhelmet",1995,"PA"
"kinship",2003,"PA"
"labor_age_discriminatio",1955,"PA"
"labor_collective_bargaining_sta",1971,"PA"
"labor_collective_bargaining_tea",1971,"PA"
"labor_minimumwage_me",1967,"PA"
"labor_minwage_abovefe",1989,"PA"
"labor_prevailing_wage_la",1961,"PA"
"labor_relations_tafthar",1939,"PA"
"labor_relations_wagne",1937,"PA"
"labor_state_ada_accomodat",1985,"PA"
"labor_state_ada_antidiscri",1974,"PA"
"labor_state_retirement_syste",1935,"PA"
"laborag",1872,"PA"
"lawonnotarialactsrevised",2014,"PA"
"legpre",1937,"PA"
"legresea",1909,"PA"
"lemon",1984,"PA"
"libext",1899,"PA"
"license_plates",2007,"PA"
"licenseplate",2006,"PA"
"licenses_accountant",1906,"PA"
"limitedliabilitycompany2006lastamended2013",2017,"PA"
"limitedpartnership1976",1989,"PA"
"limitedpartnershipact2001lastamended2013",2017,"PA"
"lott",1972,"PA"
"mailreg",1976,"PA"
"medicaid_stateadoptio",1966,"PA"
"meganslaw",1995,"PA"
"merit",1941,"PA"
"middleatlanticforestfireprotectioncompact",1953,"PA"
"miglab",1952,"PA"
"militaryandoverseasvotersact",2013,"PA"
"minfine",1983,"PA"
"minwage",1941,"PA"
"mlda21",1935,"PA"
"mntlhlth",1961,"PA"
"mothersaid",1913,"PA"
"mothpen",1913,"PA"
"motorhelm",1968,"PA"
"motorvoter",1995,"PA"
"mprisdm",1982,"PA"
"msas",1996,"PA"
"multistatelotteryagreement",2002,"PA"
"netmeter",1998,"PA"
"netmeter_yearadopted",2004,"PA"
"nrmlsch",1859,"PA"
"nrslic",1909,"PA"
"ohiorivervalleywatersanitationcompact",1945,"PA"
"oldagea",1936,"PA"
"opencont",2001,"PA"
"painmanagement",1998,"PA"
"parconsent",1982,"PA"
"parksys",1923,"PA"
"parolesup",1937,"PA"
"partnershipact1997lastamended2013",2017,"PA"
"pbf",2000,"PA"
"perforfun",2000,"PA"
"pestcomp",1968,"PA"
"pharmlic",1887,"PA"
"physreq",1983,"PA"
"plannedcommunityact",1997,"PA"
"pldvpag",1939,"PA"
"postdna",2002,"PA"
"postvia",1983,"PA"
"potomacvalleycompact",1945,"PA"
"powerofattorney",2014,"PA"
"prepaid",1992,"PA"
"prepaytut",1992,"PA"
"prescdrug",2002,"PA"
"preventionofandremediesforhumantrafficking",2014,"PA"
"principalandincomeact2000",2002,"PA"
"prkagcit",1945,"PA"
"pubbenefits_yearadopted",1996,"PA"
"pubbrefeed",2007,"PA"
"pubfacilities",1983,"PA"
"pubhouen",1937,"PA"
"r_d_tax_credit",1997,"PA"
"race_boehmke_fhpu",1949,"PA"
"race_boehmke_fhur",1945,"PA"
"race_disc_publicaccom_agenc",1961,"PA"
"race_fair_employmen",1965,"PA"
"race_fair_housing_law",1961,"PA"
"rapeshield",1995,"PA"
"realest",1929,"PA"
"realpropertyelectronicrecordingact",2012,"PA"
"reciprocalenforcementofsupportact1950",1972,"PA"
"recipsup",1957,"PA"
"refuseserv",1991,"PA"
"regulation_bicycle_helmet",1995,"PA"
"regulation_boehmke_cogrowma",1999,"PA"
"regulation_boehmke_grandvis",1981,"PA"
"regulation_boehmke_livingwil",1982,"PA"
"regulation_boehmke_shiel",1937,"PA"
"regulation_hate_crime",1982,"PA"
"regulation_homerul",1922,"PA"
"regulation_housing_directstatea",1949,"PA"
"regulation_mandatory_car_insura",1975,"PA"
"regulation_mandatory_seatbelt",1988,"PA"
"regulation_motorcycle_helmet",1968,"PA"
"regulation_rfr",2002,"PA"
"regulation_sedition_law",1945,"PA"
"regulation_utility_jurisdictio",1914,"PA"
"regulations_lemonla",1984,"PA"
"regulations_state_debt_limitati",1857,"PA"
"renewenergy",2004,"PA"
"renewport",2004,"PA"
"repsodomy",1980,"PA"
"requireanyid2",2012,"PA"
"restruct",1996,"PA"
"retailtheft",1996,"PA"
"retainag",1959,"PA"
"retstate",1923,"PA"
"rico",1972,"PA"
"roadshwy",1903,"PA"
"rps_yearadopted",2004,"PA"
"sals",1952,"PA"
"sexselect",1982,"PA"
"shield",1937,"PA"
"shoplift",1996,"PA"
"slains",1915,"PA"
"snrpresc",1984,"PA"
"soexorder",1975,"PA"
"soil",1937,"PA"
"sonofsam",1982,"PA"
"sonsam",1982,"PA"
"sprinsch",1833,"PA"
"st_wd_tran",2006,"PA"
"stalkdef",1999,"PA"
"stalking",1993,"PA"
"standground",2011,"PA"
"stateptr",1937,"PA"
"statrapage",1990,"PA"
"statrape",1988,"PA"
"stplnb",1936,"PA"
"strikes",1995,"PA"
"sundayban",1998,"PA"
"taxcom",1929,"PA"
"teacelm",1939,"PA"
"teacsec",1939,"PA"
"telgrareg",1847,"PA"
"terrorfund",1998,"PA"
"threestrikes",1995,"PA"
"todsecurityregistrationact",1997,"PA"
"tradesecretsact",2004,"PA"
"transferstominorsact",1993,"PA"
"transport",1982,"PA"
"trap",1999,"PA"
"trap_hosp",2002,"PA"
"trap_lic",2002,"PA"
"trustcode",2006,"PA"
"truthsent",1911,"PA"
"u_record_sys",2009,"PA"
"uccarticle1generalprovisions2001",2008,"PA"
"uccarticle2aleases19871990",1992,"PA"
"uccarticle3negotiableinstruments1990",1992,"PA"
"uccarticle4aamendments2012",2013,"PA"
"uccarticle4afundstransfers1989",1992,"PA"
"uccarticle5lettersofcredit1995",2001,"PA"
"uccarticle6bulksales1989",1992,"PA"
"uccarticle7documentsoftitle2003",2008,"PA"
"uccarticle8investmentsecurities",1992,"PA"
"uccarticle8investmentsecurities1994",1996,"PA"
"uccarticle9amendments",1983,"PA"
"uccarticle9amendments2010",2013,"PA"
"uccarticle9securedtransactions1998",2001,"PA"
"unincorporatednonprofitassociationact2008lastamended2011",2013,"PA"
"unionlimits",1996,"PA"
"unswornforeigndeclarationsact2008",2014,"PA"
"urbrenen",1949,"PA"
"utreg",1907,"PA"
"viatesting",1999,"PA"
"viccomp",1976,"PA"
"victimnotif",1998,"PA"
"victimnotification",1998,"PA"
"voterid",2012,"PA"
"w_animal_cruelty_felon",1995,"PA"
"w_educ_mom_silentpermis",1973,"PA"
"w_environment_endangered_specie",1982,"PA"
"w_race_disc_public_accommodatio",1887,"PA"
"waiting",1991,"PA"
"welfagy",1869,"PA"
"witnessint",2001,"PA"
"witnessintimidation",2001,"PA"
"wk20via",1989,"PA"
"wmd",2002,"PA"
"workcom",1916,"PA"
"worksitebanstate",2009,"PA"
"zerotol",1996,"PA"
"zerotoleranceapis",1996,"PA"
"zerotolerancelaw",1996,"PA"
"aboldeapen",1852,"RI"
"aborparc",1982,"RI"
"acctlic",1906,"RI"
"adawork",1953,"RI"
"adc",1937,"RI"
"adcom",1939,"RI"
"adultguardianshipandprotectiveproceedingsjurisdictionact",2015,"RI"
"afdc_u",1961,"RI"
"aging",1991,"RI"
"agreementondetainers",1974,"RI"
"agreementonqualificationsofeducationalpersonnel",1969,"RI"
"aidperm",1951,"RI"
"airpol",1956,"RI"
"alcbevcon",1938,"RI"
"alcoholismandintoxicationtreatment",1972,"RI"
"alctreat",1951,"RI"
"allpass_seatbelt",1991,"RI"
"amber",2002,"RI"
"anatomicalgift1968",1970,"RI"
"anatomicalgiftact1987",1989,"RI"
"anatomicalgiftact2006",2007,"RI"
"anim_cruel_felonfirs",1935,"RI"
"animcruel",1896,"RI"
"antiage",1956,"RI"
"antibully",2003,"RI"
"antiinj",1936,"RI"
"antistalk",1992,"RI"
"anyid2",2011,"RI"
"anyphotoid2",2011,"RI"
"archlic",1936,"RI"
"arts",1965,"RI"
"athleteagentsact",2008,"RI"
"atlanticstatesmarinefisheriescompact",1941,"RI"
"attendanceofoutofstatewitnesses",1936,"RI"
"ausbalsys",1889,"RI"
"autism",2011,"RI"
"autoreg",1904,"RI"
"autosaf",1963,"RI"
"banfaninc",1996,"RI"
"bangag",1996,"RI"
"barbanstate",2005,"RI"
"beaulic",1926,"RI"
"bikehelmet",1996,"RI"
"bldstds_yearadopted",2005,"RI"
"blind",1939,"RI"
"boehmke_snrpres",1985,"RI"
"boh",1878,"RI"
"bradycamp",1995,"RI"
"breastfeed",1998,"RI"
"broadcom",1996,"RI"
"budgstd",1926,"RI"
"buildingcode",1976,"RI"
"bustaxationprorationandreciprocityagreement",1965,"RI"
"candlim",2004,"RI"
"cappun",1973,"RI"
"ccreceipt",2004,"RI"
"cctheft",1969,"RI"
"chartersch",1995,"RI"
"childabu",1964,"RI"
"childabuse",1964,"RI"
"childcustodyjurisdictionandenforcementact",1978,"RI"
"childlab",1909,"RI"
"childpornography",2001,"RI"
"childrest",1981,"RI"
"childseat",1981,"RI"
"chirolic",1927,"RI"
"cigtax",1939,"RI"
"citzon",1923,"RI"
"civildefenseanddisastercompact",1973,"RI"
"cogrowman",1988,"RI"
"colcanscr",2000,"RI"
"collegesavings",1997,"RI"
"comage",1951,"RI"
"commercialcasino",1992,"RI"
"compactforeducation",1966,"RI"
"compactonadoptionandmedicalassistance",1989,"RI"
"compactonmentalhealth",1957,"RI"
"compactonplacementofchildren",1967,"RI"
"compcrime",1979,"RI"
"compsch",1883,"RI"
"comsrv12",1983,"RI"
"conacchwy",1937,"RI"
"condominiumact",1982,"RI"
"continsurance",2000,"RI"
"contr_eq",2000,"RI"
"contrains",2000,"RI"
"controlledsubstancesact",1974,"RI"
"corporateeff_yearadopted",2006,"RI"
"corporlimits",1992,"RI"
"cpban",2001,"RI"
"credfreez",2006,"RI"
"crimeviccomp",1972,"RI"
"crtadm",1952,"RI"
"custodialtrustact",1988,"RI"
"cyberstalk",2001,"RI"
"deaf",1891,"RI"
"debt_managementservicesact2005",2006,"RI"
"debtlim",1842,"RI"
"declaratoryjudgmentsact",1959,"RI"
"denlic",1888,"RI"
"determinationofdeathact",1982,"RI"
"dirprim",1947,"RI"
"dnaforexon",2002,"RI"
"driverlicensecompact",1987,"RI"
