policy_id,adopted_year,state,state_name,long,lat,adoption_case
w_environment_endangered_specie,1984,CA,California,-121.4871,38.5737,1
w_gayright_publi_accom_genderi,2011,CA,California,-121.4871,38.5737,1
w_gayrights_employment_discrimi,1992,CA,California,-121.4871,38.5737,1
w_gayrights_public_accomodation,2005,CA,California,-121.4871,38.5737,1
w_guncontrl_bc_dealer_handgu,1969,CA,California,-121.4871,38.5737,1
w_guncontrl_bc_dealer_rifl,1990,CA,California,-121.4871,38.5737,1
w_guncontrol_registration_requi,1990,CA,California,-121.4871,38.5737,1
w_guncontrol_waitingperio,1995,CA,California,-121.4871,38.5737,1
w_race_disc_public_accommodatio,1893,CA,California,-121.4871,38.5737,1
welfagy,1897,CA,California,-121.4871,38.5737,1
westerncorrectionscompact,1961,CA,California,-121.4871,38.5737,1
westerninterstateenergycompact,1968,CA,California,-121.4871,38.5737,1
westernregionaleducationcompact,1955,CA,California,-121.4871,38.5737,1
willsrecognitionact,1979,CA,California,-121.4871,38.5737,1
witnessint,1980,CA,California,-121.4871,38.5737,1
witnessintimidation,1980,CA,California,-121.4871,38.5737,1
wk20via,1987,CA,California,-121.4871,38.5737,1
wmd,1999,CA,California,-121.4871,38.5737,1
workcom,1911,CA,California,-121.4871,38.5737,1
zerotol,1994,CA,California,-121.4871,38.5737,1
zerotoleranceapis,1994,CA,California,-121.4871,38.5737,1
zerotolerancelaw,1987,CA,California,-121.4871,38.5737,1
aborpreroe,1967,CO,Colorado,-104.9881,39.7551,1
abortion_reform_prero,1967,CO,Colorado,-104.9881,39.7551,1
absvot,1992,CO,Colorado,-104.9881,39.7551,1
acctlic,1907,CO,Colorado,-104.9881,39.7551,1
adc,1936,CO,Colorado,-104.9881,39.7551,1
adcom,1935,CO,Colorado,-104.9881,39.7551,1
adultguardianshipandprotectiveproceedingsjurisdictionact,2008,CO,Colorado,-104.9881,39.7551,1
afdc_u,1966,CO,Colorado,-104.9881,39.7551,1
agreementondetainers,1969,CO,Colorado,-104.9881,39.7551,1
aidperm,1951,CO,Colorado,-104.9881,39.7551,1
airpol,1957,CO,Colorado,-104.9881,39.7551,1
alcbevcon,1935,CO,Colorado,-104.9881,39.7551,1
alcoholismandintoxicationtreatment,1973,CO,Colorado,-104.9881,39.7551,1
alctreat,1949,CO,Colorado,-104.9881,39.7551,1
amber,2002,CO,Colorado,-104.9881,39.7551,1
anatomicalgift1968,1970,CO,Colorado,-104.9881,39.7551,1
anatomicalgiftact2006,2007,CO,Colorado,-104.9881,39.7551,1
anim_cruel_felonfirs,2002,CO,Colorado,-104.9881,39.7551,1
animcruel,2002,CO,Colorado,-104.9881,39.7551,1
antiage,1903,CO,Colorado,-104.9881,39.7551,1
antibully,2001,CO,Colorado,-104.9881,39.7551,1
antiinj,1933,CO,Colorado,-104.9881,39.7551,1
antistalk,1995,CO,Colorado,-104.9881,39.7551,1
anyactnot,1999,CO,Colorado,-104.9881,39.7551,1
anyid2,2003,CO,Colorado,-104.9881,39.7551,1
apology,2003,CO,Colorado,-104.9881,39.7551,1
arbitrationact1956,1975,CO,Colorado,-104.9881,39.7551,1
arbitrationact2000,2004,CO,Colorado,-104.9881,39.7551,1
archlic,1909,CO,Colorado,-104.9881,39.7551,1
arts,1965,CO,Colorado,-104.9881,39.7551,1
athleteagentsact,2008,CO,Colorado,-104.9881,39.7551,1
attendanceofoutofstatewitnesses,1939,CO,Colorado,-104.9881,39.7551,1
ausbalsys,1891,CO,Colorado,-104.9881,39.7551,1
autism,2009,CO,Colorado,-104.9881,39.7551,1
autoreg,1913,CO,Colorado,-104.9881,39.7551,1
autosaf,1963,CO,Colorado,-104.9881,39.7551,1
bangag,1996,CO,Colorado,-104.9881,39.7551,1
beaulic,1931,CO,Colorado,-104.9881,39.7551,1
bldstds_yearadopted,2005,CO,Colorado,-104.9881,39.7551,1
blind,1936,CO,Colorado,-104.9881,39.7551,1
boh,1893,CO,Colorado,-104.9881,39.7551,1
bootcamp,1996,CO,Colorado,-104.9881,39.7551,1
breastfeed,2004,CO,Colorado,-104.9881,39.7551,1
budgstd,1919,CO,Colorado,-104.9881,39.7551,1
buildingcode,1970,CO,Colorado,-104.9881,39.7551,1
cappun,1975,CO,Colorado,-104.9881,39.7551,1
casinoleg,1990,CO,Colorado,-104.9881,39.7551,1
ccreceipt,2002,CO,Colorado,-104.9881,39.7551,1
cctheft,1984,CO,Colorado,-104.9881,39.7551,1
certificationofquestionsoflaw1967,1970,CO,Colorado,-104.9881,39.7551,1
chartersch,1993,CO,Colorado,-104.9881,39.7551,1
childabductionprevention,2007,CO,Colorado,-104.9881,39.7551,1
childabu,1963,CO,Colorado,-104.9881,39.7551,1
childabuse,1963,CO,Colorado,-104.9881,39.7551,1
childcustodyjurisdictionandenforcementact,1973,CO,Colorado,-104.9881,39.7551,1
childlab,1911,CO,Colorado,-104.9881,39.7551,1
childpornography,1979,CO,Colorado,-104.9881,39.7551,1
childrest,1983,CO,Colorado,-104.9881,39.7551,1
childseat,1983,CO,Colorado,-104.9881,39.7551,1
chirolic,1933,CO,Colorado,-104.9881,39.7551,1
cigtax,1964,CO,Colorado,-104.9881,39.7551,1
citzon,1923,CO,Colorado,-104.9881,39.7551,1
civinjaut,1999,CO,Colorado,-104.9881,39.7551,1
clinic_access,1993,CO,Colorado,-104.9881,39.7551,1
collegesavings,1999,CO,Colorado,-104.9881,39.7551,1
coloradorivercompact,1925,CO,Colorado,-104.9881,39.7551,1
comage,1953,CO,Colorado,-104.9881,39.7551,1
commercialcasino,1990,CO,Colorado,-104.9881,39.7551,1
commoninterestownershipact1982,1983,CO,Colorado,-104.9881,39.7551,1
compactforeducation,1967,CO,Colorado,-104.9881,39.7551,1
compactonadoptionandmedicalassistance,1985,CO,Colorado,-104.9881,39.7551,1
compactonmentalhealth,1965,CO,Colorado,-104.9881,39.7551,1
compactonplacementofchildren,1975,CO,Colorado,-104.9881,39.7551,1
compcrime,1979,CO,Colorado,-104.9881,39.7551,1
compsch,1889,CO,Colorado,-104.9881,39.7551,1
comsrv12,1982,CO,Colorado,-104.9881,39.7551,1
conacchwy,1941,CO,Colorado,-104.9881,39.7551,1
conflictsoflaws_limitationsact,1984,CO,Colorado,-104.9881,39.7551,1
consgsoil,1915,CO,Colorado,-104.9881,39.7551,1
consumercreditcode,1971,CO,Colorado,-104.9881,39.7551,1
continsurance,2010,CO,Colorado,-104.9881,39.7551,1
contr_eq,2010,CO,Colorado,-104.9881,39.7551,1
controlledsubstancesact,1992,CO,Colorado,-104.9881,39.7551,1
corporlimits,1994,CO,Colorado,-104.9881,39.7551,1
correct,1987,CO,Colorado,-104.9881,39.7551,1
cpban,1979,CO,Colorado,-104.9881,39.7551,1
credfreez,2005,CO,Colorado,-104.9881,39.7551,1
creditcardtheft,1984,CO,Colorado,-104.9881,39.7551,1
crimeviccomp,1981,CO,Colorado,-104.9881,39.7551,1
crtadm,1959,CO,Colorado,-104.9881,39.7551,1
custodialtrustact,1999,CO,Colorado,-104.9881,39.7551,1
cyberstalk,2000,CO,Colorado,-104.9881,39.7551,1
damagereduce,1987,CO,Colorado,-104.9881,39.7551,1
deathpen,1975,CO,Colorado,-104.9881,39.7551,1
debt_managementservicesact2005,2007,CO,Colorado,-104.9881,39.7551,1
debtlim,1876,CO,Colorado,-104.9881,39.7551,1
deceptivetradepracticesact1964,1970,CO,Colorado,-104.9881,39.7551,1
declaratoryjudgmentsact,1923,CO,Colorado,-104.9881,39.7551,1
denlic,1889,CO,Colorado,-104.9881,39.7551,1
deployedparentscustodyandvisitationact,2013,CO,Colorado,-104.9881,39.7551,1
determinationofdeathact,1981,CO,Colorado,-104.9881,39.7551,1
dev_s1,2009,CO,Colorado,-104.9881,39.7551,1
dev_s10,2008,CO,Colorado,-104.9881,39.7551,1
dev_s3,2009,CO,Colorado,-104.9881,39.7551,1
dev_s5,2008,CO,Colorado,-104.9881,39.7551,1
dev_s9,2008,CO,Colorado,-104.9881,39.7551,1
dirdem,1912,CO,Colorado,-104.9881,39.7551,1
dirprim,1910,CO,Colorado,-104.9881,39.7551,1
disclaimerofpropertyinterestsact,2011,CO,Colorado,-104.9881,39.7551,1
discrenot,1999,CO,Colorado,-104.9881,39.7551,1
dispositionofcommunitypropertyrightsatdeathact1971,1973,CO,Colorado,-104.9881,39.7551,1
divisionofincomefortaxpurposes,1968,CO,Colorado,-104.9881,39.7551,1
dnafelon,2001,CO,Colorado,-104.9881,39.7551,1
dnaforexon,2003,CO,Colorado,-104.9881,39.7551,1
driverlicensecompact,1965,CO,Colorado,-104.9881,39.7551,1
drugs_boehmke_statrapag,1975,CO,Colorado,-104.9881,39.7551,1
drugs_marijuana_decriminalizati,1975,CO,Colorado,-104.9881,39.7551,1
drugs_medical_marijuan,2001,CO,Colorado,-104.9881,39.7551,1
drugs_smoking_ban_restaurant,2006,CO,Colorado,-104.9881,39.7551,1
dual_enroll,1981,CO,Colorado,-104.9881,39.7551,1
dui,2004,CO,Colorado,-104.9881,39.7551,1
dutiestopersonswithmedicaliddevices,1973,CO,Colorado,-104.9881,39.7551,1
earlvot,1992,CO,Colorado,-104.9881,39.7551,1
earned_income_taxcredi,1999,CO,Colorado,-104.9881,39.7551,1
econdev,1990,CO,Colorado,-104.9881,39.7551,1
education_teacher_cert_h,1923,CO,Colorado,-104.9881,39.7551,1
edutv,1959,CO,Colorado,-104.9881,39.7551,1
electroniclegalmaterialact,2012,CO,Colorado,-104.9881,39.7551,1
electronictransactionsact,2002,CO,Colorado,-104.9881,39.7551,1
emcont_avail,2007,CO,Colorado,-104.9881,39.7551,1
emergencymanagementassistancecompact,2000,CO,Colorado,-104.9881,39.7551,1
emergencyvolunteerhealthpractitioners,2007,CO,Colorado,-104.9881,39.7551,1
enforcementofforeignjudgmentsact,1970,CO,Colorado,-104.9881,39.7551,1
englic,1919,CO,Colorado,-104.9881,39.7551,1
engonly,1988,CO,Colorado,-104.9881,39.7551,1
enterzone,1986,CO,Colorado,-104.9881,39.7551,1
environment_air_pollution_contr,1966,CO,Colorado,-104.9881,39.7551,1
environment_electronic_wast,2012,CO,Colorado,-104.9881,39.7551,1
eqrightam,1972,CO,Colorado,-104.9881,39.7551,1
equalpay,1955,CO,Colorado,-104.9881,39.7551,1
estatetaxapportionmentandprobatecode3_916,2011,CO,Colorado,-104.9881,39.7551,1
expsta,1888,CO,Colorado,-104.9881,39.7551,1
facsimilesignaturesofpublicofficials,1969,CO,Colorado,-104.9881,39.7551,1
fairemp,1957,CO,Colorado,-104.9881,39.7551,1
fairtrade,1937,CO,Colorado,-104.9881,39.7551,1
famlim,1994,CO,Colorado,-104.9881,39.7551,1
federallienregistrationact,1970,CO,Colorado,-104.9881,39.7551,1
fhpriv,1959,CO,Colorado,-104.9881,39.7551,1
fhpub,1959,CO,Colorado,-104.9881,39.7551,1
fhurb,1959,CO,Colorado,-104.9881,39.7551,1
fiduciaryaccesstodigitalassetsactrevised2015,2016,CO,Colorado,-104.9881,39.7551,1
filmtaxcredit,2006,CO,Colorado,-104.9881,39.7551,1
fish,1877,CO,Colorado,-104.9881,39.7551,1
foia,1969,CO,Colorado,-104.9881,39.7551,1
foreign_countrymoneyjudgmentsrecognitionact,2008,CO,Colorado,-104.9881,39.7551,1
foreignmoneyclaimsact,1990,CO,Colorado,-104.9881,39.7551,1
foreignmoneyjudgmentsrecognitionact,1977,CO,Colorado,-104.9881,39.7551,1
forest,1885,CO,Colorado,-104.9881,39.7551,1
fraudulenttransferact1984,1991,CO,Colorado,-104.9881,39.7551,1
frontpass_seatbelt,1987,CO,Colorado,-104.9881,39.7551,1
fundslife,1985,CO,Colorado,-104.9881,39.7551,1
fundslifehea,1994,CO,Colorado,-104.9881,39.7551,1
furlough,1967,CO,Colorado,-104.9881,39.7551,1
gambling_casino,1990,CO,Colorado,-104.9881,39.7551,1
gambling_lottery_adoptio,1983,CO,Colorado,-104.9881,39.7551,1
gastax,1919,CO,Colorado,-104.9881,39.7551,1
gay_employment_discrim_genderi,2007,CO,Colorado,-104.9881,39.7551,1
gayhate,2005,CO,Colorado,-104.9881,39.7551,1
gaymarban,2006,CO,Colorado,-104.9881,39.7551,1
gayrights_ban_sodom,1962,CO,Colorado,-104.9881,39.7551,1
gayrights_hatecrime,2005,CO,Colorado,-104.9881,39.7551,1
gdl,1999,CO,Colorado,-104.9881,39.7551,1
gender_disc_laws_post196,1969,CO,Colorado,-104.9881,39.7551,1
genderrights_era_ratificatio,1972,CO,Colorado,-104.9881,39.7551,1
genderrights_gender_equal_pa,1955,CO,Colorado,-104.9881,39.7551,1
genderrights_nofault_divorc,1972,CO,Colorado,-104.9881,39.7551,1
genderrights_state_era,1973,CO,Colorado,-104.9881,39.7551,1
gilaw,2007,CO,Colorado,-104.9881,39.7551,1
goodsam911,2011,CO,Colorado,-104.9881,39.7551,1
governance_reform,1985,CO,Colorado,-104.9881,39.7551,1
grandvist,1980,CO,Colorado,-104.9881,39.7551,1
guardianshipandprotectiveproceedingsact1997,1988,CO,Colorado,-104.9881,39.7551,1
guncontrl_bc_private_rifl,2013,CO,Colorado,-104.9881,39.7551,1
guncontrol_opencarr,2003,CO,Colorado,-104.9881,39.7551,1
hatecrime,1988,CO,Colorado,-104.9881,39.7551,1
hatecrimes,1988,CO,Colorado,-104.9881,39.7551,1
hazing,1999,CO,Colorado,-104.9881,39.7551,1
helmetlaw_17,2006,CO,Colorado,-104.9881,39.7551,1
higissue,1994,CO,Colorado,-104.9881,39.7551,1
higrenew,1991,CO,Colorado,-104.9881,39.7551,1
hiport,1991,CO,Colorado,-104.9881,39.7551,1
hiprecon,1994,CO,Colorado,-104.9881,39.7551,1
hmomod2,1992,CO,Colorado,-104.9881,39.7551,1
homerul,1902,CO,Colorado,-104.9881,39.7551,1
humantraffic,2006,CO,Colorado,-104.9881,39.7551,1
humrel,1951,CO,Colorado,-104.9881,39.7551,1
hwyagen,1909,CO,Colorado,-104.9881,39.7551,1
idas,2000,CO,Colorado,-104.9881,39.7551,1
identitytheft,2000,CO,Colorado,-104.9881,39.7551,1
imcontsub,1977,CO,Colorado,-104.9881,39.7551,1
imitcontsub,1977,CO,Colorado,-104.9881,39.7551,1
immigration_english_languag,1988,CO,Colorado,-104.9881,39.7551,1
immigration_instate_tuition_ill,2013,CO,Colorado,-104.9881,39.7551,1
inctax,1937,CO,Colorado,-104.9881,39.7551,1
indgaming,1992,CO,Colorado,-104.9881,39.7551,1
indlimit,1996,CO,Colorado,-104.9881,39.7551,1
infanthear,1997,CO,Colorado,-104.9881,39.7551,1
initiative,1910,CO,Colorado,-104.9881,39.7551,1
insandefref,1984,CO,Colorado,-104.9881,39.7551,1
insanity,1984,CO,Colorado,-104.9881,39.7551,1
inspublic,1985,CO,Colorado,-104.9881,39.7551,1
insurableinterestamendmenttotheuniformtrustcode,2011,CO,Colorado,-104.9881,39.7551,1
interreg,2000,CO,Colorado,-104.9881,39.7551,1
interstatecompactforadultoffendersupervision,2000,CO,Colorado,-104.9881,39.7551,1
interstatecompactforjuveniles,1957,CO,Colorado,-104.9881,39.7551,1
interstatecompactoneducationalopportunityformilitarychildren,2009,CO,Colorado,-104.9881,39.7551,1
interstatecompacttoconserveoilandgas,1935,CO,Colorado,-104.9881,39.7551,1
interstatecorrectionscompact,1971,CO,Colorado,-104.9881,39.7551,1
interstatedepositionsanddiscoveryact,2008,CO,Colorado,-104.9881,39.7551,1
interstatefamilysupportact19921996,1993,CO,Colorado,-104.9881,39.7551,1
interstatefamilysupportact2001,2003,CO,Colorado,-104.9881,39.7551,1
interstatefamilysupportactamendments2008,2015,CO,Colorado,-104.9881,39.7551,1
interstateinsuranceproductregulationcompact,2004,CO,Colorado,-104.9881,39.7551,1
interstatelibrarycompact,1969,CO,Colorado,-104.9881,39.7551,1
interstatemedicallicensurecompact,2016,CO,Colorado,-104.9881,39.7551,1
intestacywillsanddonativetransfersact,1991,CO,Colorado,-104.9881,39.7551,1
jucoen,1937,CO,Colorado,-104.9881,39.7551,1
juvct,1903,CO,Colorado,-104.9881,39.7551,1
juvisup,1957,CO,Colorado,-104.9881,39.7551,1
kinship,2002,CO,Colorado,-104.9881,39.7551,1
labor_age_discriminatio,1935,CO,Colorado,-104.9881,39.7551,1
labor_minwage_abovefe,2007,CO,Colorado,-104.9881,39.7551,1
labor_prevailing_wage_la,1933,CO,Colorado,-104.9881,39.7551,1
labor_relations_tafthar,1943,CO,Colorado,-104.9881,39.7551,1
labor_state_ada_accomodat,1977,CO,Colorado,-104.9881,39.7551,1
labor_state_retirement_syste,1935,CO,Colorado,-104.9881,39.7551,1
laborag,1887,CO,Colorado,-104.9881,39.7551,1
legpre,1953,CO,Colorado,-104.9881,39.7551,1
legresea,1927,CO,Colorado,-104.9881,39.7551,1
lemon,1984,CO,Colorado,-104.9881,39.7551,1
libext,1899,CO,Colorado,-104.9881,39.7551,1
licenses_accountant,1907,CO,Colorado,-104.9881,39.7551,1
lien,1997,CO,Colorado,-104.9881,39.7551,1
limitedcooperativeassociationact2007lastamended2013,2011,CO,Colorado,-104.9881,39.7551,1
limitedpartnership1976,1981,CO,Colorado,-104.9881,39.7551,1
livingwill,1985,CO,Colorado,-104.9881,39.7551,1
lott,1983,CO,Colorado,-104.9881,39.7551,1
mailreg,1995,CO,Colorado,-104.9881,39.7551,1
manaccess,1999,CO,Colorado,-104.9881,39.7551,1
managementofinstitutionalfundsact,1973,CO,Colorado,-104.9881,39.7551,1
mandatorydispositionofdetainers,1969,CO,Colorado,-104.9881,39.7551,1
mandnot,2006,CO,Colorado,-104.9881,39.7551,1
marriageanddivorceactmodel,1973,CO,Colorado,-104.9881,39.7551,1
medicaid_stateadoptio,1969,CO,Colorado,-104.9881,39.7551,1
medmar,2000,CO,Colorado,-104.9881,39.7551,1
meganslaw,1994,CO,Colorado,-104.9881,39.7551,1
mendeapen,1993,CO,Colorado,-104.9881,39.7551,1
merit,1940,CO,Colorado,-104.9881,39.7551,1
methpre,2002,CO,Colorado,-104.9881,39.7551,1
miglab,1958,CO,Colorado,-104.9881,39.7551,1
militaryandoverseasvotersact,2011,CO,Colorado,-104.9881,39.7551,1
minwage,1937,CO,Colorado,-104.9881,39.7551,1
missplan,1966,CO,Colorado,-104.9881,39.7551,1
mlda21,1987,CO,Colorado,-104.9881,39.7551,1
mntlhlth,1965,CO,Colorado,-104.9881,39.7551,1
mothersaid,1912,CO,Colorado,-104.9881,39.7551,1
mothpen,1913,CO,Colorado,-104.9881,39.7551,1
motorhelm,1969,CO,Colorado,-104.9881,39.7551,1
motorvoter,1988,CO,Colorado,-104.9881,39.7551,1
mprisdm,1990,CO,Colorado,-104.9881,39.7551,1
msas,1994,CO,Colorado,-104.9881,39.7551,1
multistatehighwaytransportationagreement,1985,CO,Colorado,-104.9881,39.7551,1
multistatelotteryagreement,2001,CO,Colorado,-104.9881,39.7551,1
naticurric,2004,CO,Colorado,-104.9881,39.7551,1
nationalcrimepreventionandprivacycompact,2000,CO,Colorado,-104.9881,39.7551,1
neighnot,1999,CO,Colorado,-104.9881,39.7551,1
netmeter,2005,CO,Colorado,-104.9881,39.7551,1
netmeter_yearadopted,2005,CO,Colorado,-104.9881,39.7551,1
nonprobatetransfersondeathact,1990,CO,Colorado,-104.9881,39.7551,1
nonresidentviolatorcompact,1981,CO,Colorado,-104.9881,39.7551,1
norealid,2007,CO,Colorado,-104.9881,39.7551,1
nrmlsch,1889,CO,Colorado,-104.9881,39.7551,1
nrslic,1905,CO,Colorado,-104.9881,39.7551,1
oldagea,1936,CO,Colorado,-104.9881,39.7551,1
opencont,2006,CO,Colorado,-104.9881,39.7551,1
painmanagement,1996,CO,Colorado,-104.9881,39.7551,1
paperterror,1997,CO,Colorado,-104.9881,39.7551,1
parentageact1973,1977,CO,Colorado,-104.9881,39.7551,1
parksys,1937,CO,Colorado,-104.9881,39.7551,1
parnotific,1998,CO,Colorado,-104.9881,39.7551,1
parolesup,1939,CO,Colorado,-104.9881,39.7551,1
partnershipact1997lastamended2013,1997,CO,Colorado,-104.9881,39.7551,1
pbf,1994,CO,Colorado,-104.9881,39.7551,1
perforfun,1994,CO,Colorado,-104.9881,39.7551,1
pestcomp,2001,CO,Colorado,-104.9881,39.7551,1
pharmlic,1887,CO,Colorado,-104.9881,39.7551,1
physreq,1986,CO,Colorado,-104.9881,39.7551,1
pldvpag,1935,CO,Colorado,-104.9881,39.7551,1
postdna,2003,CO,Colorado,-104.9881,39.7551,1
powerofattorney,2009,CO,Colorado,-104.9881,39.7551,1
powersofappointment,2014,CO,Colorado,-104.9881,39.7551,1
preconvictdays,1983,CO,Colorado,-104.9881,39.7551,1
premaritalandmaritalagreementsact,2013,CO,Colorado,-104.9881,39.7551,1
prepaid,1996,CO,Colorado,-104.9881,39.7551,1
prepaytut,1996,CO,Colorado,-104.9881,39.7551,1
principalandincomeact2000,2000,CO,Colorado,-104.9881,39.7551,1
principalandincomeamendments2008,2009,CO,Colorado,-104.9881,39.7551,1
prob,1949,CO,Colorado,-104.9881,39.7551,1
probatecode,1973,CO,Colorado,-104.9881,39.7551,1
probatecodeamendments2008,2009,CO,Colorado,-104.9881,39.7551,1
prudentinvestoract,1995,CO,Colorado,-104.9881,39.7551,1
prudentmanagementofinstitutionalfundsact,2008,CO,Colorado,-104.9881,39.7551,1
pubaccess,1995,CO,Colorado,-104.9881,39.7551,1
pubbrefeed,2004,CO,Colorado,-104.9881,39.7551,1
pubhouen,1935,CO,Colorado,-104.9881,39.7551,1
race_boehmke_fhpu,1959,CO,Colorado,-104.9881,39.7551,1
race_boehmke_fhur,1959,CO,Colorado,-104.9881,39.7551,1
race_disc_publicaccom_agenc,1957,CO,Colorado,-104.9881,39.7551,1
race_fair_employmen,1965,CO,Colorado,-104.9881,39.7551,1
race_fair_housing_law,1959,CO,Colorado,-104.9881,39.7551,1
race_fair_housing_owne,1965,CO,Colorado,-104.9881,39.7551,1
racialpro,2001,CO,Colorado,-104.9881,39.7551,1
rackact,1981,CO,Colorado,-104.9881,39.7551,1
rapeshield,1975,CO,Colorado,-104.9881,39.7551,1
realest,1925,CO,Colorado,-104.9881,39.7551,1
reciprocalenforcementofsupportact1950,1971,CO,Colorado,-104.9881,39.7551,1
recipsup,1953,CO,Colorado,-104.9881,39.7551,1
refuseserv,1986,CO,Colorado,-104.9881,39.7551,1
regreq,1991,CO,Colorado,-104.9881,39.7551,1
regulation_boehmke_grandvis,1980,CO,Colorado,-104.9881,39.7551,1
regulation_boehmke_livingwil,1985,CO,Colorado,-104.9881,39.7551,1
regulation_boehmke_shiel,1990,CO,Colorado,-104.9881,39.7551,1
regulation_hate_crime,1988,CO,Colorado,-104.9881,39.7551,1
regulation_homerul,1902,CO,Colorado,-104.9881,39.7551,1
regulation_mandatory_car_insura,1974,CO,Colorado,-104.9881,39.7551,1
regulation_mandatory_seatbelt,1987,CO,Colorado,-104.9881,39.7551,1
regulation_motorcycle_helmet,1969,CO,Colorado,-104.9881,39.7551,1
regulation_pain_suffering_limit,1988,CO,Colorado,-104.9881,39.7551,1
regulation_rent_contro,1980,CO,Colorado,-104.9881,39.7551,1
regulation_sedition_law,1935,CO,Colorado,-104.9881,39.7551,1
regulation_utility_jurisdictio,1913,CO,Colorado,-104.9881,39.7551,1
regulations_lemonla,1984,CO,Colorado,-104.9881,39.7551,1
regulations_state_debt_limitati,1976,CO,Colorado,-104.9881,39.7551,1
renewenergy,2004,CO,Colorado,-104.9881,39.7551,1
renewport,2004,CO,Colorado,-104.9881,39.7551,1
repsodomy,1972,CO,Colorado,-104.9881,39.7551,1
retailtheft,1985,CO,Colorado,-104.9881,39.7551,1
retstate,1931,CO,Colorado,-104.9881,39.7551,1
revenue,1988,CO,Colorado,-104.9881,39.7551,1
rico,1981,CO,Colorado,-104.9881,39.7551,1
roadshwy,1909,CO,Colorado,-104.9881,39.7551,1
rps_yearadopted,2004,CO,Colorado,-104.9881,39.7551,1
savingplan,1999,CO,Colorado,-104.9881,39.7551,1
schoolchoi,1990,CO,Colorado,-104.9881,39.7551,1
sdce,2005,CO,Colorado,-104.9881,39.7551,1
sexreginfo,1994,CO,Colorado,-104.9881,39.7551,1
shoplift,1985,CO,Colorado,-104.9881,39.7551,1
slains,1949,CO,Colorado,-104.9881,39.7551,1
smokeban,2006,CO,Colorado,-104.9881,39.7551,1
soexorder,1990,CO,Colorado,-104.9881,39.7551,1
soil,1937,CO,Colorado,-104.9881,39.7551,1
solaw,2007,CO,Colorado,-104.9881,39.7551,1
sonofsam,1984,CO,Colorado,-104.9881,39.7551,1
sonsam,1984,CO,Colorado,-104.9881,39.7551,1
sprinsch,1861,CO,Colorado,-104.9881,39.7551,1
st_wd_tran,1985,CO,Colorado,-104.9881,39.7551,1
stalkdef,1999,CO,Colorado,-104.9881,39.7551,1
stalking,1993,CO,Colorado,-104.9881,39.7551,1
stateptr,1935,CO,Colorado,-104.9881,39.7551,1
statrapage,1975,CO,Colorado,-104.9881,39.7551,1
statrape,1975,CO,Colorado,-104.9881,39.7551,1
statutoryformpowerofattorneyact,1992,CO,Colorado,-104.9881,39.7551,1
statutoryruleagainstperpetuities,1991,CO,Colorado,-104.9881,39.7551,1
stplnb,1935,CO,Colorado,-104.9881,39.7551,1
strikes,1994,CO,Colorado,-104.9881,39.7551,1
sundayban,1998,CO,Colorado,-104.9881,39.7551,1
taxcom,1911,CO,Colorado,-104.9881,39.7551,1
teacsec,1923,CO,Colorado,-104.9881,39.7551,1
tels,1977,CO,Colorado,-104.9881,39.7551,1
termlim,1990,CO,Colorado,-104.9881,39.7551,1
terrorfund,2002,CO,Colorado,-104.9881,39.7551,1
threestrikes,1994,CO,Colorado,-104.9881,39.7551,1
todsecurityregistrationact,1991,CO,Colorado,-104.9881,39.7551,1
tradesecretsact,1986,CO,Colorado,-104.9881,39.7551,1
transboundarypollutionreciprocalaccessact,1984,CO,Colorado,-104.9881,39.7551,1
transferstominorsact,1984,CO,Colorado,-104.9881,39.7551,1
transport,1989,CO,Colorado,-104.9881,39.7551,1
trustdecanting,2016,CO,Colorado,-104.9881,39.7551,1
tu_decent,2004,CO,Colorado,-104.9881,39.7551,1
u_record_sys,1987,CO,Colorado,-104.9881,39.7551,1
uccarticle1generalprovisions2001,2006,CO,Colorado,-104.9881,39.7551,1
uccarticle2aleases19871990,1991,CO,Colorado,-104.9881,39.7551,1
uccarticle3negotiableinstruments1990,1994,CO,Colorado,-104.9881,39.7551,1
uccarticle4aamendments2012,2013,CO,Colorado,-104.9881,39.7551,1
uccarticle4afundstransfers1989,1990,CO,Colorado,-104.9881,39.7551,1
uccarticle5lettersofcredit1995,1996,CO,Colorado,-104.9881,39.7551,1
uccarticle6bulksales1989,1991,CO,Colorado,-104.9881,39.7551,1
uccarticle7documentsoftitle2003,2006,CO,Colorado,-104.9881,39.7551,1
uccarticle8investmentsecurities1994,1996,CO,Colorado,-104.9881,39.7551,1
uccarticle9amendments,2002,CO,Colorado,-104.9881,39.7551,1
uccarticle9amendments2010,2012,CO,Colorado,-104.9881,39.7551,1
uccarticle9securedtransactions1998,2001,CO,Colorado,-104.9881,39.7551,1
unclaimedpropertyact19521981,1987,CO,Colorado,-104.9881,39.7551,1
uniformunclaimedpropertyact,1987,CO,Colorado,-104.9881,39.7551,1
unincorporatednonprofitassociationact19921996,1994,CO,Colorado,-104.9881,39.7551,1
unionlimits,1994,CO,Colorado,-104.9881,39.7551,1
universalhealthcare,1993,CO,Colorado,-104.9881,39.7551,1
unsworndeclarationsact,2017,CO,Colorado,-104.9881,39.7551,1
unswornforeigndeclarationsact2008,2009,CO,Colorado,-104.9881,39.7551,1
uppercoloradoriverbasincompact,1949,CO,Colorado,-104.9881,39.7551,1
urbrenen,1949,CO,Colorado,-104.9881,39.7551,1
